host_id,calculated_host_listings_count,availability_365,room_type_num,neighbourhood_num,price
0.037706184143991156,0.0,0.0,0.5,0.2545454545454545,110
0.5018613274334716,0.0,0.526027397260274,1.0,0.09545454545454544,34
0.005460494565843408,0.0,0.0,0.5,0.05454545454545454,250
0.9414151804472769,0.0,0.3698630136986301,0.5,0.12727272727272726,399
0.11876373361321407,0.0,0.0,0.0,0.35909090909090907,32
0.013505799760484466,0.0,0.0,0.5,0.045454545454545456,250
0.7404546569406476,0.003067484662576687,0.5123287671232877,0.5,0.36363636363636365,100
0.22948581107155994,0.0,0.39452054794520547,0.0,0.013636363636363636,90
0.6963042576215955,0.003067484662576687,0.7342465753424657,0.0,0.004545454545454545,250
0.4568329348783613,0.012269938650306749,1.0,0.5,0.7227272727272727,900
0.21585502531941472,0.0,0.0,0.0,0.05454545454545454,75
0.060380234610437226,0.0,0.0,0.0,0.00909090909090909,36
0.002410309245293929,0.003067484662576687,0.0,0.0,0.24545454545454545,47
0.0007019790138874288,0.003067484662576687,0.8712328767123287,0.5,0.00909090909090909,433
0.034184536323077774,0.0,0.15342465753424658,0.5,0.08636363636363636,140
0.7844195968206941,0.0,0.008219178082191782,0.0,0.6454545454545454,26
0.13698095772107324,0.012269938650306749,0.22465753424657534,0.5,0.3227272727272727,300
0.3427572331167952,0.0,0.0,0.0,0.05454545454545454,90
0.20268010342508788,0.0,0.08493150684931507,0.0,0.02727272727272727,50
0.8809955208966364,0.003067484662576687,0.5150684931506849,0.0,0.9363636363636363,30
0.18164741000452675,0.003067484662576687,0.4246575342465753,0.5,0.45454545454545453,125
0.03740556669656935,0.0,0.18082191780821918,0.5,0.05454545454545454,120
0.32695087235417547,0.0,0.0547945205479452,0.5,0.06818181818181818,95
0.22559222366220968,0.0,0.0,0.5,0.05454545454545454,200
0.01927108575031304,0.015337423312883437,0.0,0.0,0.12727272727272726,90
0.016745986681434986,0.0,0.0,0.0,0.02727272727272727,40
0.2554695989383037,0.0,0.0,0.5,0.20454545454545453,92
0.33655358480755937,0.0,0.1589041095890411,0.0,0.05454545454545454,100
0.19269486880338638,0.006134969325153375,0.7945205479452054,0.0,0.24545454545454545,65
0.1065747778910418,0.0,0.0,0.0,0.05454545454545454,70
0.8273526823041497,0.0,0.473972602739726,0.5,0.06363636363636363,180
0.2709586135386987,0.012269938650306749,1.0,0.0,0.38636363636363635,70
0.011049376276302696,0.003067484662576687,0.2356164383561644,0.0,0.07727272727272727,60
0.17814175817414618,0.0,0.0,0.5,0.09545454545454544,108
0.4356992348703611,0.009202453987730062,0.23287671232876714,0.5,0.3727272727272727,120
0.032153497554315846,0.0,0.23013698630136986,0.5,0.07727272727272727,250
0.5815274444500041,0.0,0.0,0.5,0.05454545454545454,350
0.1884812485761545,0.0,0.0,1.0,0.15454545454545454,37
0.026172506288323526,0.003067484662576687,0.852054794520548,0.0,0.13636363636363635,82
0.6963042576215955,0.003067484662576687,0.25205479452054796,0.5,0.004545454545454545,199
0.024246013784942188,0.0,0.0,0.0,0.17727272727272728,37
0.008639274818488342,0.0,0.0,0.5,0.03636363636363636,150
0.04676494178440057,0.0,0.37534246575342467,0.0,0.23636363636363636,90
0.05371081790685669,0.0,0.5150684931506849,0.5,0.02727272727272727,125
0.00909122352274421,0.0,0.5534246575342466,0.5,0.06818181818181818,150
0.010852470298948804,0.003067484662576687,1.0,0.0,0.48636363636363633,55
0.713276860244569,0.0,0.12054794520547946,0.0,0.05454545454545454,76
0.7413077557784951,0.0,0.07397260273972603,0.0,0.08636363636363636,150
0.16544591765443425,0.0,0.0027397260273972603,0.0,0.09545454545454544,45
0.1571991023493393,0.0,0.0,0.5,0.09090909090909091,120
0.5658426794622732,0.0,0.24657534246575344,1.0,0.00909090909090909,85
0.0033063945736525723,0.006134969325153375,0.9095890410958904,0.0,0.05454545454545454,71
0.5295039301397788,0.0,0.4849315068493151,0.0,0.2545454545454545,95
0.017908984140791954,0.006134969325153375,0.008219178082191782,0.0,0.049999999999999996,59
0.21227810238354036,0.02147239263803681,0.684931506849315,0.0,0.17727272727272728,129
0.016689322671215805,0.0,0.8,0.5,0.06818181818181818,300
0.9614441145257221,0.0,0.7616438356164383,0.5,0.031818181818181815,400
0.8943264838973343,0.0,0.9287671232876712,0.5,0.022727272727272728,650
0.43694353191514707,0.0,0.3698630136986301,0.5,0.02727272727272727,99
0.006612661558501897,0.0,0.0,0.0,0.02727272727272727,65
0.17598099440103146,0.0,0.0,0.5,0.06363636363636363,200
0.7793092897750311,0.09815950920245399,1.0,0.0,0.09090909090909091,119
0.013590522371234846,0.0,0.0,0.5,0.02727272727272727,175
0.016100963309317012,0.0,0.7643835616438356,0.5,0.07727272727272727,200
0.1916565802857174,0.006134969325153375,1.0,0.5,0.35909090909090907,105
0.4628995856214593,0.0,0.14794520547945206,0.0,0.031818181818181815,65
0.12052413101252848,0.015337423312883437,0.8767123287671232,0.5,0.03636363636363636,199
0.22848593407445705,0.0,0.010958904109589041,0.5,0.03636363636363636,175
0.1893338443495778,0.0,0.6328767123287671,0.5,0.02727272727272727,199
0.015823129576760745,0.0,0.0,0.5,0.00909090909090909,199
0.16643299567187428,0.0,0.0,0.5,0.06818181818181818,100
0.04405108419460454,0.0,0.0,0.0,0.031818181818181815,90
0.41341346629535064,0.0,0.0,0.0,0.05454545454545454,58
0.7319209928426983,0.0,0.46301369863013697,0.5,0.06363636363636363,223
0.42557876340800654,0.012269938650306749,0.3506849315068493,0.0,0.509090909090909,69
0.13753852443665696,0.0,0.0,0.5,0.049999999999999996,165
0.022288254733976578,0.0,0.0821917808219178,0.5,0.031818181818181815,199
0.004231369652460713,0.0,0.11506849315068493,0.0,0.00909090909090909,104
0.6768799996902873,0.006134969325153375,0.4794520547945206,0.5,0.00909090909090909,400
0.759495977128679,0.0,0.10136986301369863,0.5,0.07727272727272727,165
0.12020044186408525,0.0,0.0,0.5,0.022727272727272728,200
0.940501630034451,0.0,0.14246575342465753,0.0,0.09545454545454544,60
0.007836825090135476,0.0,0.0,0.5,0.09545454545454544,220
0.0048614979431481934,0.0,0.0027397260273972603,0.5,0.03636363636363636,175
0.5683928989438134,0.006134969325153375,0.008219178082191782,0.0,0.09545454545454544,25
0.01311507545481526,0.0,0.0,0.5,0.08181818181818182,99
0.06134568085763532,0.012269938650306749,0.936986301369863,0.0,0.004545454545454545,365
0.0012924599953145015,0.0,0.0136986301369863,0.0,0.05454545454545454,44
0.42647448419692735,0.0,0.13972602739726028,0.5,0.049999999999999996,250
0.03090287575028322,0.0,0.0,0.5,0.10909090909090909,75
0.9808764834595225,0.0,0.019178082191780823,0.0,0.01818181818181818,150
0.05146626838934687,0.0,0.03561643835616438,0.0,0.05454545454545454,80
0.3899666068022432,0.0,0.0,0.0,0.15,50
0.1387649116588614,0.009202453987730062,0.9068493150684932,0.5,0.013636363636363636,175
0.36922952570262224,0.0,0.4684931506849315,0.5,0.9090909090909091,86
0.0006123606384867425,0.0,0.2876712328767123,0.5,0.03636363636363636,389
0.07787359275656054,0.0,0.4767123287671233,0.5,0.05454545454545454,75
0.035125682371348874,0.003067484662576687,0.0,0.0,0.00909090909090909,130
0.12875851187739842,0.0,0.021917808219178082,0.0,0.031818181818181815,200
0.04640778427016846,0.0,0.0,0.5,0.08636363636363636,275
0.29575442570380406,0.0,0.4273972602739726,0.0,0.05454545454545454,90
0.4228339017390215,0.012269938650306749,0.18082191780821918,0.0,0.35909090909090907,29
0.013147030981937063,0.006134969325153375,0.24657534246575344,0.5,0.06818181818181818,199
0.016227655345546894,0.0,0.008219178082191782,0.5,0.12727272727272726,179
0.3292956957348543,0.0,0.0,0.5,0.05454545454545454,220
0.8602683151703867,0.0,0.2410958904109589,0.0,0.13636363636363635,37
0.25227137779743825,0.0,0.7041095890410959,0.5,0.05454545454545454,219
0.3046943325512917,0.003067484662576687,0.4438356164383562,0.0,0.06818181818181818,50
0.6219275385857522,0.0,0.24383561643835616,0.0,0.09999999999999999,65
0.38506351855463083,0.0,0.03287671232876713,0.5,0.031818181818181815,144
0.1036998995861537,0.003067484662576687,0.9780821917808219,0.0,0.00909090909090909,80
0.017727119060643694,0.0,0.0,0.5,0.10454545454545454,200
0.3924915564099517,0.0,0.0,0.0,0.10454545454545454,125
0.18417896871224348,0.0,0.0,0.0,0.20454545454545453,63
0.2750117707961784,0.003067484662576687,0.4410958904109589,0.0,0.22272727272727272,100
0.042913797701799025,0.003067484662576687,0.0410958904109589,0.5,0.01818181818181818,270
0.570061596447537,0.003067484662576687,0.0,0.5,0.08636363636363636,190
0.4194218709270692,0.003067484662576687,0.23287671232876714,0.5,0.01818181818181818,115
0.038653622142959525,0.0,0.7726027397260274,0.5,0.03636363636363636,615
0.5163455874990853,0.003067484662576687,0.3095890410958904,0.0,0.20909090909090908,45
0.024869390805240713,0.0,0.663013698630137,0.0,0.00909090909090909,58
0.08172401140568077,0.012269938650306749,0.9506849315068493,0.0,0.5636363636363636,50
0.1877931585148491,0.0,0.0,0.0,0.02727272727272727,42
0.9671966489260148,0.0,0.473972602739726,0.5,0.39999999999999997,196
0.03640724628286608,0.003067484662576687,0.03561643835616438,0.0,0.00909090909090909,81
0.010955299583577122,0.003067484662576687,0.33972602739726027,0.0,0.22272727272727272,69
0.1680881323085099,0.0,0.016438356164383564,0.5,0.00909090909090909,95
0.0014120544486894736,0.003067484662576687,0.589041095890411,0.5,0.05454545454545454,169
0.009026375602145333,0.012269938650306749,0.8465753424657534,0.0,0.10909090909090909,39
0.5706697831094604,0.009202453987730062,0.9178082191780822,0.0,0.5863636363636363,60
0.0019421640538144491,0.0,0.0027397260273972603,0.0,0.00909090909090909,60
0.06512043205564132,0.003067484662576687,0.0,0.0,0.09545454545454544,50
0.047598760131380306,0.0,0.8931506849315068,0.0,0.37727272727272726,60
0.8190525093615368,0.0,0.9232876712328767,0.5,0.05454545454545454,392
0.02728724237150373,0.0,0.024657534246575342,0.5,0.045454545454545456,125
0.5617296757652819,0.003067484662576687,0.1315068493150685,0.0,0.02727272727272727,47
0.08083825712499075,0.0,0.8246575342465754,0.5,0.04090909090909091,100
0.005940454480503559,0.0,0.6794520547945205,0.0,0.00909090909090909,110
0.02762285560495899,0.006134969325153375,0.8,0.0,0.00909090909090909,39
0.02210915286276721,0.0,0.5150684931506849,0.0,0.37727272727272726,50
0.4965339444433585,0.0,0.0,0.0,0.1409090909090909,59
0.005498526965394147,0.0,0.0,0.5,0.08636363636363636,299
0.7052764590178823,0.0,0.024657534246575342,0.5,0.2409090909090909,150
0.03817851424821714,0.006134969325153375,0.6246575342465753,0.0,0.07727272727272727,45
0.46183211207639613,0.0,0.9726027397260274,0.5,0.06363636363636363,139
0.0179421353572699,0.0,0.5150684931506849,0.5,0.23636363636363636,225
0.053989716094571476,0.0,0.0,0.5,0.06818181818181818,93
0.11411728842063587,0.0,0.810958904109589,0.5,0.3909090909090909,100
0.11699574285740928,0.0,0.0,0.5,0.03636363636363636,220
0.010162459114805945,0.0,0.0,0.5,0.02727272727272727,150
0.019906219167482184,0.0,0.1863013698630137,0.5,0.05454545454545454,201
0.11863289676357586,0.012269938650306749,0.0,0.0,0.05454545454545454,90
7.67792963996605e-05,0.003067484662576687,0.0,0.0,0.09545454545454544,75
0.007000994485458816,0.0,0.0,0.5,0.03636363636363636,170
0.02473513822106985,0.009202453987730062,0.4438356164383562,0.0,0.15,74
0.02066478199291246,0.0,0.0,0.5,0.08636363636363636,135
0.05538310247864873,0.0,0.0,0.5,0.13636363636363635,115
0.00042059831260089406,0.0,0.27123287671232876,0.0,0.09090909090909091,49
0.02560300090615026,0.0,0.0,0.0,0.08636363636363636,99
0.4626725322325953,0.0,0.673972602739726,0.0,0.03636363636363636,250
0.0032537477880384856,0.006134969325153375,0.9945205479452055,0.5,0.05454545454545454,95
0.15833466821599815,0.0,0.0,0.5,0.004545454545454545,150
0.037399136220885705,0.0,0.0,0.5,0.17272727272727273,120
0.5689075994669005,0.0,0.0,0.0,0.06818181818181818,69
0.2305995701890467,0.0,0.0,0.0,0.05454545454545454,80
